Casual: I Didn't Mean To,TRAAAAW128F429D538,7.74554,36.44331,-0.029209997172,-0.0763158375056,-0.156320118543,-0.0356458536655,0.122773125491,-0.0151844889929,-0.109488770879,-0.0183634622459,0.0729839069614,-0.0234799446056,0.0457771566281,-0.0285337317343,1.42325530913,6.28455930652,8.82495534768,2.15098526553,-5.08165981668,1.38999849893,4.46873080714,0.77537952528,-4.01790266306,0.780778763486,-2.28395074233,1.12898353443,26.470757549,-70.6010494448,-119.992633785,-37.6003062575,2.2683087012,0.102982899996,-23.9043305968,5.10262168295,59.270660249,11.5063142516,9.95585172695,-6.48359716659
The Box Tops: Soul Deep,TRAAABD128F429CF47,140.00968,148.03546,-0.350929657523,3.56122489542,-1.55656911052,-1.55322292872,1.51564720874,-4.02001447281,-0.64003063108,2.3673585539,-0.656316525127,-0.928060402314,1.67768539531,-0.338720243454,94.425642836,-1001.96830329,437.638870477,440.211817568,-424.529443357,1146.06755035,184.33577796,-671.431417878,182.153029621,264.463613961,-481.996132003,96.4525189238,-6301.88041264,70471.8625122,-30719.0639208,-31162.2619475,29725.408433,-81674.6785299,-13260.1484752,47601.6472021,-12630.1988753,-18830.2007591,34605.0300801,-6869.5398923
Sonora Santanera: Amor De Cabaret,TRAAADZ128F9348C2E,98.89331,113.23546,-0.0068644586762,-0.0334054369583,0.150426488189,0.390055930888,-0.00676252206484,-0.0683548785497,-0.138016786313,-0.329634963961,-0.0555460742978,-0.133860504332,0.0805434100331,0.119456945908,1.7056824824,10.3972070343,-30.7473961159,-83.4540139165,-0.0394764580071,13.2604521204,28.2447720376,70.054201029,11.9000892426,28.8746407698,-16.8191165301,-25.048756539,-58.8884807886,-827.324362215,1631.95352357,4477.78481306,41.8563757011,-638.50979005,-1426.23792062,-3728.47843861,-639.158214296,-1568.33532189,889.912866262,1321.06877312
Adam Ant: Something Girls,TRAAAEF128F4273421,225.09249,233.40363,0.318295811716,-4.26445978298,-4.38601158735,-1.84076807539,-1.61077532399,-0.173880318241,-1.61301893273,-0.336063609632,2.61989665701,0.215640990146,-0.555516992282,0.461743428794,-147.24680272,1959.6748648,2009.12423395,842.100190412,756.911112859,73.1944005163,746.10920436,154.032062141,-1202.19758278,-99.8269932004,256.482667129,-203.805662912,17032.8662279,-224950.250568,-229971.887984,-96278.1337588,-88896.0684175,-7647.500727,-86238.3921972,-17625.8034645,137787.591144,11532.6512483,-29617.9656753,22406.1340508
Gob: Face the Ashes,TRAAAFD128F92F423A,200.45554,209.60608,-1.007362021,7.40825183052,-16.6432617172,9.24377275631,0.904413067215,-5.05042435746,-0.197059872692,7.23642567905,-2.20217705475,-1.96784246283,-2.85598247789,-3.83092927713,400.906300057,-2985.54270988,6701.49197959,-3719.70575548,-360.182237528,2034.24424494,84.1142943812,-2903.73005772,885.980722977,793.705559335,1144.16472962,1544.8737744,-39843.3059295,300813.955826,-674376.478384,374270.716551,35848.7376808,-204835.294886,-9012.31880401,291261.500085,-89103.6297154,-80048.5909107,-114579.912381,-155720.081688
Jeff And Sheri Easter: The Moon And I (Ordinary Day Album Version),TRAAAMO128F1481E7F,6.82464,46.38231,0.00304785617164,0.0262645770795,0.0713144910503,0.0346986165657,0.00488203226291,-0.00687182483486,0.0406155178499,0.0208046134382,-0.00729024113622,-0.012200055648,0.00113006237475,-0.0350463502739,-0.0521660615725,-1.22017203039,-4.54585646703,-2.58453051521,-0.916054375326,0.419629227074,-2.10018529747,-1.25301753693,0.188141408596,0.719865235007,-0.169431309974,2.0769355217,38.1335171153,-5.57716074372,55.4252859185,34.2732157787,23.3386240341,-20.4379452735,-9.9735514999,-2.50013721757,3.19684291452,-12.4084250081,12.7990829798,-13.9055688465
Rated R: Keepin It Real (Skit),TRAAAMQ128F1460CD3,93.68212,114.78159,0.00285068644272,0.207501400128,-0.0725620476706,0.184561204861,-0.00732735662598,-0.0454920744995,-0.0815591532367,0.0616107031647,-0.0628402386888,-0.0111684707731,0.00386705659964,-0.0547988616173,-0.34522301759,-42.1368455087,16.0607459884,-38.4667183039,1.08610811127,11.7349511624,16.9686884897,-12.9292711077,13.7285083317,3.67134161872,-2.25384367307,11.3185782312,29.2724987233,2146.82442772,-886.967070513,1977.53005861,-7.87627216311,-698.495358418,-902.225677708,693.95982893,-778.025889381,-254.066207714,174.614647148,-568.171543904
Tweeterfriendly Music: Drop of Rain,TRAAAPK128E0786D96,15.99351,40.50153,0.000178473701314,-0.185773890749,0.0827688512811,-0.0961277735365,-0.185462159545,0.00142255407694,-0.0915826339289,0.0847968789526,-0.130694139942,-0.0190838009678,0.010924119735,0.00636768145419,0.0339567533035,9.36142507679,-4.14772695539,5.11258546839,11.0242798589,-0.419955694462,5.27685714054,-4.72254101221,7.97701976639,1.08234235405,-0.619327946299,0.0352306004606,37.4299511627,-160.769545298,-13.1800810273,-105.651501751,-149.879727859,-9.17639941872,-57.8618599547,67.2020209135,-114.22169843,-19.8535393539,-2.21121599661,-14.5093647188
Planet P Project: Pink World,TRAAARJ128F9320760,8.84703,45.16366,-0.0306010415616,0.0489463125053,-0.0623676807824,-0.0557298213391,-0.00532522790813,0.00257935178662,-0.0244342185769,0.0166328975107,0.00824495788423,-0.00339262001938,-0.00498241109935,-0.0359830025099,1.99868896782,-2.80904296132,3.78655157659,3.34453915255,-0.0195032574211,-0.000947973167572,1.48032899004,-1.0500281077,-0.590376122051,-0.129237119533,0.387660436441,2.18667432275,12.4103318256,49.509965441,-7.12670563156,-50.3767966058,-20.3897861684,-18.882270093,-1.35900740211,12.6636848004,18.9470777482,5.12162108494,-7.6749147126,-33.5259633601
Clp: Insatiable (Instrumental Version),TRAAAVG12903CFA543,196.4146,255.36534,-0.00378117294876,-0.0298222532422,0.00776869578352,0.0177567306441,0.0108526345805,-0.0105981775115,-0.000957373037062,0.00838752956858,-0.00351996748053,-0.00355528761507,0.00677147550172,-0.00628369723283,1.59571231367,12.0853527485,-2.78520010162,-7.40581158803,-5.08318479107,4.88457586576,0.642548223751,-3.74714002006,1.63865117946,1.61715071495,-2.85442395458,2.65508615444,-121.043211491,-1157.67065596,235.108498117,809.250039373,589.295387483,-582.046221147,-76.2820452621,421.638811143,-187.964038597,-176.62715907,307.351424083,-281.198118199
